Total Number of Aligned Reads:	127340	Total Number of Mapped Genomes:	9716
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|881621|org|Listeria_ivanovii_subsp._ivanovii_PAM_55	0.9955631529634157	0.9198994817025287	117140.0	0.9198994817025287	0.0	0.9866949582954886	0.9004457207934539	114662.75808583842	0.8911653840113083	0.020535574053714464
ti|202751|org|Listeria_ivanovii_subsp._ivanovii	0.0012494496015052127	0.0010680069106329512	136.0	0.001060153918643003	7.852991989948171e-06	0.002393767018812774	0.0024676449478403055	314.2299076579845	0.0013899795822208262	0.0036594942673158475
ti|863767|org|Listeria_monocytogenes_serotype_7_str._SLCC2482	0.001240195401017651	0.00797863986178734	1016.0	0.00797863986178734	0.0	0.0006743567759738027	0.004556171433167567	580.182870299558	0.0017669231977383384	0.009455002355897597
ti|1638|org|Listeria_ivanovii	0.0010855206096067106	0.0014370975341605151	183.0	0.0014370975341605151	0.0	0.008301370136455653	0.007113568658348318	905.8418329540749	0.008559761269043505	0.006879220983194597
ti|932920|org|Listeria_monocytogenes_SLCC2372	0.0008350243068239318	0.05848908434113397	7448.0	0.05848908434113397	0.0	0.0008377945125605097	0.057790203578332755	7359.004523664893	0.0575153133343804	0.004232762682582064
ti|683837|org|Listeria_seeligeri_serovar_1/2b_str._SLCC3954	2.469787283187238e-05	0.010711481074289304	1364.0	0.010711481074289304	0.0	0.0005226481115995176	0.013629479553712496	1735.5779263697493	0.01111198366577666	0.008591173237003298
ti|879089|org|Listeria_monocytogenes_SLCC2540	1.8651469038559106e-06	0.0001335008638291189	17.0	0.0001335008638291189	0.0	0.0005014399316219192	0.0027378445280048114	348.6371221961327	0.0013899795822208262	0.006360923511858018
ti|272626|org|Listeria_innocua_Clip11262	9.409787974338796e-08	0.00028270771163813415	36.0	0.00028270771163813415	0.0	6.60889012074592e-07	0.0026611391648922716	338.8694612573819	0.0023323386210146067	0.004515470394220198
