Total Number of Aligned Reads:	125160	Total Number of Mapped Genomes:	6869
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1280|org|Staphylococcus_aureus	0.3282434386204323	0.34867369766698625	43640.0	0.3151006711409396	0.03357302652604666	0.3125671518545281	0.059507776252041976	7447.993275705574	0.044550974752317035	0.1758868648130393
ti|93061|org|Staphylococcus_aureus_subsp._aureus_NCTC_8325	0.14502373280049388	0.4935123042505593	61768.0	0.32950623202301055	0.16400607222754873	0.14611585896259788	0.0697338783764644	8727.892217598284	0.013958133589006072	0.6025966762543944
ti|1028799|org|Staphylococcus_aureus_subsp._aureus_VC40	0.11934510668423648	0.06768136784915309	8471.0	0.039924896132949826	0.02775647171620326	0.0830787598782268	0.06630925545147018	8299.266412306008	0.008133589006072228	0.6005273250239693
ti|387908|org|Staphylococcus_aureus_phage_phiNM2	0.11721728264130754	0.01776925535314797	2224.0	0.017154042825183766	0.0006152125279642058	0.07587508854143737	0.00991903063927344	1241.465874811464	0.006511665068712049	0.010722275487376158
ti|426430|org|Staphylococcus_aureus_subsp._aureus_str._Newman	0.060612927756141306	0.015811760945989135	1979.0	0.013766379034835411	0.0020453819111537234	0.02555169174397081	0.0768349504942911	9616.662403865474	0.0010226909555768617	0.6449185043144775
ti|418127|org|Staphylococcus_aureus_subsp._aureus_Mu3	0.05123399829301174	0.008293384467881111	1038.0	0.008069670821348674	0.00022371364653243848	0.05376097292151536	0.02273186013109985	2845.119614008457	0.0063598593799936085	0.25716682646212846
ti|93062|org|Staphylococcus_aureus_subsp._aureus_COL	0.030077299035873643	0.0030441035474592522	381.0	0.002996164908916587	4.7938638542665386e-05	0.031156847850897413	0.06334565251346967	7928.341868585864	0.0025087887503994887	0.5965404282518376
ti|874268|org|Staphylococcus_phage_phi7247PVL	0.0277987164194548	0.004394375199744328	550.0	0.004394375199744328	0.0	0.021831439592543713	0.0034226283909034134	428.3761694054712	0.0039069990412272295	0.0009028443592201982
ti|282459|org|Staphylococcus_aureus_subsp._aureus_MSSA476	0.015047335087879258	0.0025007989773090443	313.0	0.0024928092042186003	7.989773090444232e-06	0.049737027799586414	0.027867600407530658	3487.908867006537	0.004881751358261425	0.3081495685522531
ti|1155084|org|Staphylococcus_aureus_subsp._aureus_71193	0.012099349225341708	0.002580696708213487	323.0	0.0025727069351230425	7.989773090444232e-06	0.007957355470059784	0.007379197950638439	923.580415501907	0.0021652285075103865	0.09175455417066156
ti|186153|org|Staphylococcus_phage_phi13	0.011933819181448216	0.0020853307766059443	261.0	0.0020853307766059443	0.0	0.010250770477046308	0.0020541721029614193	257.10018040665125	0.0021332694151486096	0.001310322786832854
ti|1074252|org|Staphylococcus_aureus_subsp._aureus_HO_5096_0412	0.010380764876618582	0.0035874081176094598	449.0	0.003523489932885906	6.391818472355386e-05	0.01533706001719198	0.015168646738696879	1898.5078258153014	0.003459571748162352	0.16852029402364974
ti|46170|org|Staphylococcus_aureus_subsp._aureus	0.008128289046237065	0.00337967401725791	423.0	0.00337967401725791	0.0	0.009269392793742776	0.00416954412239329	521.8601423587442	0.0035874081176094598	0.007350591243208693
ti|947066|org|Staphylococcus_phage_TEM126	0.00727983492427145	0.006040268456375839	756.0	0.006040268456375839	0.0	0.011800589197869889	0.00652357651758419	816.4908369408372	0.006120166187280281	0.0013023330137424097
ti|1118959|org|Staphylococcus_aureus_subsp._aureus_M013	0.007138679925093519	0.0018775966762543943	235.0	0.0018216682646212848	5.592841163310962e-05	0.012706872337892009	0.008632320651687361	1080.42125276519	0.002732502396931927	0.10562480025567274
ti|59506|org|Staphylococcus_phage_85	0.00679821973918505	0.0012943432406519655	162.0	0.0012943432406519655	0.0	0.021198401029595238	0.002280739040087074	285.45729825729813	0.001070629594119527	0.004106743368488335
ti|320844|org|Staphylococcus_phage_71	0.006102441260998802	0.0011265580057526366	141.0	0.0011185682326621924	7.989773090444232e-06	0.005559232258024341	0.0011731023443431563	146.82548941798944	0.001030680728667306	0.001070629594119527
ti|685039|org|Staphylococcus_aureus_subsp._aureus_ED133	0.005722664520072553	0.001278363694471077	160.0	0.0012464046021093001	3.195909236177693e-05	0.00574778879230472	0.007378114630184406	923.4448271138803	0.0010866091403004155	0.10427452860338766
ti|985006|org|Staphylococcus_aureus_subsp._aureus_LGA251	0.005285186691332968	0.0033077660594439118	414.0	0.0032917865132630233	1.5979546180888464e-05	0.004920324295178019	0.009585714983071888	1199.7480872812775	0.0030520933205496962	0.10924416746564397
ti|1123523|org|Staphylococcus_aureus_subsp._aureus_11819-97	0.004990867113798738	0.0008868648130393097	111.0	0.0008788750399488655	7.989773090444232e-06	0.006344044877808369	0.02452992209285666	3070.1650491419396	0.0010067114093959733	0.3162032598274209
ti|320848|org|Staphylococcus_phage_88	0.003745965472142055	0.001142537551933525	143.0	0.0011345477788430808	7.989773090444232e-06	0.0033578311181597874	0.0008967713500558517	112.2399021729904	0.00047938638542665386	0.0016059443911792906
ti|259901|org|Staphylococcus_phage_77	0.0036114775677371916	0.0005752636625119846	72.0	0.0005752636625119846	0.0	0.0037058936447145565	0.0009390396682653203	117.53020488008748	0.0006471716203259827	0.002692553531479706
ti|1195068|org|Staphylococcus_phage_StauST398-1	0.0026602773102527163	0.0015580057526366252	195.0	0.0015580057526366252	0.0	0.003610765640198668	0.0017052021005894977	213.42309490978153	0.0016538830297219559	0.0007270693512304251
